timestamp,zone_id,air_temperature,humidity,rainfall,soil_moisture,soil_temperature,light_intensity,irrigation_need
09-08-2025 14:00,Z1,29.73,76.6,1,89.89,28.15,33451,Low
09-08-2025 15:00,Z1,30.25,76.87,0,90,28.75,51975,Low
09-08-2025 16:00,Z1,28.92,80.56,0,90,27.44,33970,Low
09-08-2025 17:00,Z1,28.24,81.94,0,89.49,26.64,19027,Low
09-08-2025 18:00,Z1,26.69,79.93,0,89.71,24.82,0,Low
09-08-2025 19:00,Z1,26.19,81.66,0,89.27,24.75,2799,Low
09-08-2025 20:00,Z1,25.23,98,5,90,24.12,0,Low
09-08-2025 21:00,Z1,23.05,87.89,0,89.81,21.69,1357,Low
09-08-2025 22:00,Z1,22.55,84.66,0,89.15,20.87,0,Low
09-08-2025 23:00,Z1,21.36,84.35,0,88.9,19.08,0,Low
10-08-2025 00:00,Z1,22.01,87.21,0,88.51,19.93,262,Low
10-08-2025 01:00,Z1,21.05,85.99,0,88.64,19.84,0,Low
10-08-2025 02:00,Z1,23.22,85.17,0,88.44,22.05,2053,Low
10-08-2025 03:00,Z1,23.74,84.32,0,88.38,22.27,0,Low
10-08-2025 04:00,Z1,23.32,85.56,0,88.23,21.63,2978,Low
10-08-2025 05:00,Z1,25.36,81.62,0,88.41,23.81,871,Low
10-08-2025 06:00,Z1,27.63,77.4,0,88.12,26.35,0,Low
10-08-2025 07:00,Z1,28.07,78.37,0,87.9,26.6,16049,Low
10-08-2025 08:00,Z1,28.9,73.64,0,88.27,27.23,38127,Low
10-08-2025 09:00,Z1,29.87,77.91,0,88.9,28.01,51956,Low
10-08-2025 10:00,Z1,29.53,76.63,1,89.88,27.98,31762,Low
10-08-2025 11:00,Z1,31.17,71.61,0,89.71,29.83,69323,Low
10-08-2025 12:00,Z1,30.15,74.86,0,90,28.21,70878,Low
10-08-2025 13:00,Z1,30.76,72.13,0,89.99,28.85,72938,Low
10-08-2025 14:00,Z1,29.5,75.26,0,89.88,28.03,62617,Low
10-08-2025 15:00,Z1,29.62,73.93,0,90,28.96,49477,Low
10-08-2025 16:00,Z1,29.48,75.48,0,89.93,28.39,30793,Low
10-08-2025 17:00,Z1,28.49,78.62,0,89.79,27.07,16785,Low
10-08-2025 18:00,Z1,26.08,81.71,0,89.75,24.66,3870,Low
10-08-2025 19:00,Z1,25.95,79.85,0,89.56,25,90,Low
10-08-2025 20:00,Z1,24.12,84.44,0,89.27,21.93,0,Low
10-08-2025 21:00,Z1,23.48,85.28,0,89.62,22.87,0,Low
10-08-2025 22:00,Z1,21.01,86.15,0,89.24,19.59,3258,Low
10-08-2025 23:00,Z1,20.96,86.07,0,89.18,19.95,2994,Low
11-08-2025 00:00,Z1,22.86,86.52,0,89.1,21.23,0,Low
11-08-2025 01:00,Z1,22.58,83.74,0,89.28,20.5,2752,Low
11-08-2025 02:00,Z1,22.48,84.87,0,90,21.72,0,Low
11-08-2025 03:00,Z1,23.61,84.47,0,90,22.41,0,Low
11-08-2025 04:00,Z1,24.87,84.21,0,90,23.28,103,Low
11-08-2025 05:00,Z1,25.06,84.58,0,89.59,23.45,641,Low
11-08-2025 06:00,Z1,26.02,79.4,0,89.96,23.75,0,Low
11-08-2025 07:00,Z1,27.61,76.32,0,90,26.27,17243,Low
11-08-2025 08:00,Z1,29.02,80.83,0,90,27.91,33041,Low
11-08-2025 09:00,Z1,29.79,76.69,0.5,90,28.29,23807,Low
11-08-2025 10:00,Z1,29.83,75.64,0.5,90,28.31,33340,Low
11-08-2025 11:00,Z1,30.64,75.11,0,89.65,29.26,70932,Low
11-08-2025 12:00,Z1,31.44,70.81,0,89.61,29.18,72702,Low
11-08-2025 13:00,Z1,30.25,76.33,0,89.74,29,66461,Low
11-08-2025 14:00,Z1,30.75,75.61,0.2,90,29.3,31710,Low
11-08-2025 15:00,Z1,29.29,75.97,0,89.71,28.23,48931,Low
11-08-2025 16:00,Z1,28.78,78.42,0,89.83,27.1,35137,Low
11-08-2025 17:00,Z1,27.66,79.24,0,89.84,25.27,18649,Low
11-08-2025 18:00,Z1,25.97,81.62,0,89.43,24.17,624,Low
11-08-2025 19:00,Z1,25.15,82.7,0,89.05,23.33,2058,Low
11-08-2025 20:00,Z1,24.2,83.56,0,89,23.14,0,Low
11-08-2025 21:00,Z1,23.33,86.85,0,89.71,21.72,1206,Low
11-08-2025 22:00,Z1,22.42,87.48,0.2,90,20.57,1678,Low
11-08-2025 23:00,Z1,21.71,87.5,0,90,19.63,1866,Low
12-08-2025 00:00,Z1,21.4,87.09,0,90,19.73,615,Low
12-08-2025 01:00,Z1,21.19,85.26,0,90,19.76,562,Low
12-08-2025 02:00,Z1,23.89,83.53,0,90,23.05,0,Low
12-08-2025 03:00,Z1,22.85,86.36,0,89.61,22.27,993,Low
12-08-2025 04:00,Z1,23.66,80.55,0,89.54,22.34,290,Low
12-08-2025 05:00,Z1,25.02,79.85,0,89.61,23.45,0,Low
12-08-2025 06:00,Z1,26.29,76.57,0,89.13,25.03,356,Low
12-08-2025 07:00,Z1,28.32,76.85,0,89.12,26,17250,Low
12-08-2025 08:00,Z1,28.64,77.78,0,89.33,27.05,35977,Low
12-08-2025 09:00,Z1,29,79.65,0.2,89.81,27.7,26785,Low
12-08-2025 10:00,Z1,29.84,72.33,0,89.39,29.17,63296,Low
12-08-2025 11:00,Z1,30.66,73.79,0,89.48,29.38,67461,Low
12-08-2025 12:00,Z1,30.37,75.11,0,89.3,28.77,74606,Low
12-08-2025 13:00,Z1,30.75,73.66,0,88.95,29.66,69217,Low
12-08-2025 14:00,Z1,29.34,74.03,0,89.05,27.83,62672,Low
12-08-2025 15:00,Z1,29.98,76.79,0,88.75,28.44,48923,Low
12-08-2025 16:00,Z1,27.58,78,0,88.35,26.24,35752,Low
12-08-2025 17:00,Z1,27.54,79.07,0,87.96,25.85,17294,Low
12-08-2025 18:00,Z1,26.69,79.57,0,87.5,25.58,0,Low
12-08-2025 19:00,Z1,25.98,81.61,0,87.28,24.77,0,Low
12-08-2025 20:00,Z1,23.33,87.53,0,87.11,21.89,1656,Low
12-08-2025 21:00,Z1,22.91,86.12,0,86.97,21.47,2592,Low
12-08-2025 22:00,Z1,22.86,83.99,0,86.7,21.36,0,Low
12-08-2025 23:00,Z1,21.83,85.42,0,86.72,19.93,639,Low
13-08-2025 00:00,Z1,22,84.53,0,87.04,20.12,0,Low
13-08-2025 01:00,Z1,21.14,87.36,0,86.46,19.99,603,Low
13-08-2025 02:00,Z1,22.83,81.39,0,86.69,21.05,0,Low
13-08-2025 03:00,Z1,22.74,82.03,0,87.07,20.96,0,Low
13-08-2025 04:00,Z1,24.38,82.17,0,86.76,22.24,0,Low
13-08-2025 05:00,Z1,26.03,78.92,0.2,86.53,24.45,1171,Low
13-08-2025 06:00,Z1,25.9,78.95,0.2,86.9,24.02,0,Low
13-08-2025 07:00,Z1,28.68,77.55,0,86.78,27.32,17942,Low
13-08-2025 08:00,Z1,28.93,74.68,0,87.19,27.08,36344,Low
13-08-2025 09:00,Z1,29.62,76.53,0,87.04,28.43,53410,Low
13-08-2025 10:00,Z1,31.04,74.27,0.5,87.84,29.32,26396,Low
13-08-2025 11:00,Z1,30.58,72.18,0,88.44,28.85,70577,Low
13-08-2025 12:00,Z1,30.54,74.38,0,88.44,29.33,71520,Low
13-08-2025 13:00,Z1,30.78,75.59,0,88.48,30.04,68330,Low
13-08-2025 14:00,Z1,31.07,73.08,0,88.46,29.43,60149,Low
13-08-2025 15:00,Z1,29.89,78.06,0,88.81,27.73,52047,Low
13-08-2025 16:00,Z1,27.98,78.57,0,88.61,25.71,31835,Low
13-08-2025 17:00,Z1,26.55,80.78,0.5,88.59,25.04,5366,Low
13-08-2025 18:00,Z1,26.21,83.56,0,88.55,24.7,721,Low
13-08-2025 19:00,Z1,24.42,84.18,0,88.37,22.67,0,Low
13-08-2025 20:00,Z1,23.31,82.89,0,88.17,22,397,Low
13-08-2025 21:00,Z1,22.91,85.07,0,87.58,21.1,4339,Low
13-08-2025 22:00,Z1,22.32,84.65,0,87.79,20.47,0,Low
13-08-2025 23:00,Z1,21.37,85.28,1,89.21,19.95,0,Low
14-08-2025 00:00,Z1,21.49,89.08,0.5,89.79,19.62,1531,Low
14-08-2025 01:00,Z1,22.48,90.9,0,89.54,20.9,0,Low
14-08-2025 02:00,Z1,22.62,83.79,0,89.65,20.74,412,Low
14-08-2025 03:00,Z1,23.67,84.66,0,89.32,22.42,0,Low
14-08-2025 04:00,Z1,24.33,81.1,0,89.08,23.45,2107,Low
14-08-2025 05:00,Z1,24.97,82.55,0,88.93,23.59,0,Low
14-08-2025 06:00,Z1,25.98,83.94,0,88.83,24.14,0,Low
14-08-2025 07:00,Z1,28.25,77.05,0,88.75,26.66,16437,Low
14-08-2025 08:00,Z1,28.03,79.13,0,88.73,27.13,34820,Low
14-08-2025 09:00,Z1,30.4,76.34,0,88.59,28.35,50786,Low
14-08-2025 10:00,Z1,30.44,76.75,0,88.08,28.29,60799,Low
14-08-2025 11:00,Z1,30.6,71.05,0,87.85,29.16,68637,Low
14-08-2025 12:00,Z1,31.03,75.02,0.2,88.56,29.82,33808,Low
14-08-2025 13:00,Z1,30.6,75.06,0.2,88.74,29.26,36914,Low
14-08-2025 14:00,Z1,30.5,76.2,0,89.18,28.85,62362,Low
14-08-2025 15:00,Z1,28.67,73.02,0.2,89.22,27.08,26232,Low
14-08-2025 16:00,Z1,29.33,76.39,0,89.11,27.62,34506,Low
14-08-2025 17:00,Z1,27.18,85.4,2,90,26.41,9343,Low
14-08-2025 18:00,Z1,26.88,79.13,0,89.75,26,0,Low
14-08-2025 19:00,Z1,24.95,83.63,1,90,23.33,0,Low
14-08-2025 20:00,Z1,23.95,84.28,0,89.79,22.64,0,Low
14-08-2025 21:00,Z1,24.63,81.53,0,89.88,23.03,0,Low
14-08-2025 22:00,Z1,21.05,83.53,0,89.38,20.75,0,Low
14-08-2025 23:00,Z1,22.2,84.25,0,89.39,20.95,0,Low
15-08-2025 00:00,Z1,20.19,87.49,0,89.2,18.37,0,Low
15-08-2025 01:00,Z1,22.08,87.39,0,89.26,21.31,3713,Low
15-08-2025 02:00,Z1,23.01,85.07,0,89.39,20.77,2357,Low
15-08-2025 03:00,Z1,23.39,84.57,0,89.17,21.69,0,Low
15-08-2025 04:00,Z1,23.45,87.06,0,89.12,22.68,0,Low
15-08-2025 05:00,Z1,24.88,83.72,0,89.14,22.51,50,Low
15-08-2025 06:00,Z1,26.37,82.32,0,88.78,24.78,421,Low
15-08-2025 07:00,Z1,27.07,81.97,0,89.04,25.68,18451,Low
15-08-2025 08:00,Z1,28.48,77.32,0,88.4,27.43,36987,Low
15-08-2025 09:00,Z1,29.51,75.05,0,87.74,28.05,48194,Low
15-08-2025 10:00,Z1,29.72,75.57,0,87.24,27.76,63081,Low
15-08-2025 11:00,Z1,30.28,75.27,0,87.64,28.54,68631,Low
15-08-2025 12:00,Z1,30.64,71.73,0,87.13,29.57,71583,Low
15-08-2025 13:00,Z1,30.16,73.65,0,86.78,28.38,68699,Low
15-08-2025 14:00,Z1,29.34,90.09,5,90,27.82,32640,Low
15-08-2025 15:00,Z1,29.88,76.16,0,89.61,27.93,50093,Low
15-08-2025 16:00,Z1,28.45,77.43,0,89.25,27.26,35785,Low
15-08-2025 17:00,Z1,27.21,80.83,0,89.41,26.17,22033,Low
15-08-2025 18:00,Z1,26.52,81.02,0,89.53,25.85,0,Low
15-08-2025 19:00,Z1,25.8,81.52,0,89.3,24.29,3896,Low
15-08-2025 20:00,Z1,23.2,98,5,90,21.8,0,Low
15-08-2025 21:00,Z1,23.46,86.34,0.2,90,21.69,454,Low
15-08-2025 22:00,Z1,22.01,86.98,0,90,20.72,2390,Low
15-08-2025 23:00,Z1,21.65,87.39,0,89.64,20.1,0,Low
16-08-2025 00:00,Z1,22.29,81.82,0,89.38,20.73,4084,Low
16-08-2025 01:00,Z1,21.66,87.34,0,89.14,20.73,0,Low
